Library_ID,Tribe,Genus,Species,Name,Lineages_Koch_Al_Shehbaz,Lineages_Franzke_et_al,Lineages_Nikolov_et_al,[<institution-code>],Subsp_or_var,Registered as,[<collection-code>],biomaterial_provider,voucher,Collection_date,Collection_year,Collector,Identifier,Country,Location,Link to online reference,Type status
S1349,Aethionemeae,Aethionema,thesiifolium,Aethionema thesiifolium,basal,basal,basal,W,,,,"Christian Bräuchler, Heimo Rainer",W0112452,??/??/1966,1966,unknown,,unknown,,,
S1345,Aethionemeae,Aethionema,thomasianum,Aethionema thomasianum,basal,basal,basal,W,,,,"Christian Bräuchler, Heimo Rainer",W0112451,??/??/1996,1996,unknown,,unknown,,,
S1302,Aethionemeae,Aethionema,umbellatum,Aethionema umbellatum,basal,basal,basal,W,,,,"Christian Bräuchler, Heimo Rainer",W0112450,??/??/1975,1975,unknown,,unknown,,,
S0631,Alysseae,Alyssum,aizoides,Alyssum aizoides,II,exp.II,IV,E,,,,,E00379803,17407,1947,P.H. Davis,unknown,Turkey,,,
MK637648,Alysseae,Alyssum,alyssoides,Alyssum alyssoides,,,IV,,,,,,,,,,,,,,
S0304,Alysseae,Alyssum,alyssoides,Alyssum alyssoides,II,exp.II,IV,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0131295,37755,2003,,,,,,
S0304-2,Alysseae,Alyssum,alyssoides,Alyssum alyssoides,II,exp.II,IV,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0131295,37755,2003,,,,,,
S0632,Alysseae,Alyssum,armenum,Alyssum armenum,II,exp.II,IV,E,,,,,E00287902,37116,2001,"R.D. Reeves, N. Adigüzel",unknown,Turkey,,,
S1355,Alysseae,Alyssum,artwinense,Alyssum artwinense,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112449,??/??/1961,1961,unknown,,unknown,,,
S1150,Alysseae,Alyssum,aurantiacum,Alyssum aurantiacum,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Pe_men & Güner 4295,29012,1979,"H. Pe_men, A. Güner",,Turkey,"Antalya: Kemer, between Beycik and Daz, Tahtalı Mountain, 1000-2200 m",,
S0524,Alysseae,Alyssum,bulbotrichum,Alyssum bulbotrichum,II,exp.II,IV,E,,,,,E00379621,23490,1964,C. Tobey,unknown,Turkey,,,
S1172,Alysseae,Alyssum,bulbotrichum,Alyssum bulbotrichum,II,exp.II,IV,E,,,,"Alan Forrest, Suzanne Cubey",E00379621,23490,1964,C. Tobey,,Turkey,Kavak (80 miles inland from Samsun on the Anatolian plateau side of Kavak),https://www.gbif.org/occurrence/575293722,
S0525,Alysseae,Alyssum,calycocarpum,Alyssum calycocarpum,II,exp.II,IV,(subsample box FredericL; source unknown),,,,,unknown,21703,1959,,,,,,
S1510,Alysseae,Alyssum,calycocarpum,Alyssum calycocarpum,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1831295,19/05/1894,1894,P.E.E. Sintenis,C. Haussknecht,Armenia,"Karahissortassdah, in saxosis",https://www.gbif.org/occurrence/2514968441,
S0530,Alysseae,Alyssum,contemptum,Alyssum contemptum,II,exp.II,IV,(subsample box FredericL; source unknown),,,,,Parry 129,??/06/1963,1963,,,,,,
S0530-2,Alysseae,Alyssum,contemptum,Alyssum contemptum,II,exp.II,IV,(subsample box FredericL; source unknown),,,,,Parry 129,??/06/1963,1963,,,,,,
S1346,Alysseae,Alyssum,corningii,Alyssum corningii,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112446,??/??/1906,1906,unknown,,unknown,,,
S0855,Alysseae,Alyssum,cuneifolium,Alyssum cuneifolium,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR667905,,,,,,,,
MK637651,Alysseae,Alyssum,dasycarpum,Alyssum dasycarpum,,,IV,,,,,,,,,,,,,,
S0813,Alysseae,Alyssum,dasycarpum,Alyssum dasycarpum,II,exp.II,IV,OSBU,,,,Barbara Neuffer,24535,??/??/2015,2015,,,,,,
S0856,Alysseae,Alyssum,diffusum,Alyssum diffusum,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR919564,,,,,,,,
S0856-2,Alysseae,Alyssum,diffusum,Alyssum diffusum,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR919564,,,,,,,,
S0528,Alysseae,Alyssum,fastigiatum,Alyssum fastigiatum,II,exp.II,IV,(subsample box FredericL; source unknown),,,,,R. U. Botany Dept. Exped. 201 (?),29029,1979,,,,,,
S1347,Alysseae,Alyssum,handelii,Alyssum handelii,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112444,??/??/2000,2000,unknown,,unknown,,,
S1348,Alysseae,Alyssum,harputicum,Alyssum harputicum,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112442,??/??/1975,1975,unknown,,unknown,,,
S1152,Alysseae,Alyssum,hirsutum,Alyssum hirsutum,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 3420,17/05/2013,2013,B. Özüdo_ru,,Turkey,"Ankara: Aya_, calcerous steppe, 1200 m",,
S1343,Alysseae,Alyssum,iranicum,Alyssum iranicum,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112441,??/??/1995,1995,unknown,,unknown,,,
S0653,Alysseae,Alyssum,minutum,Alyssum minutum,II,exp.II,IV,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2234,??/??/2007,2007,Klaus Mummenhoff,Ihsan A-Shehbaz,,,,
S0653-2,Alysseae,Alyssum,minutum,Alyssum minutum,II,exp.II,IV,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2234,??/??/2007,2007,Klaus Mummenhoff,Ihsan A-Shehbaz,,,,
S0636,Alysseae,Alyssum,muelleri,Alyssum muelleri,II,exp.II,IV,E,,,,,E00379793,26084,1971,"J. Lamond, K.H. Rechinger",T.R. Dudley,Azerbaijan,,,
S1514,Alysseae,Alyssum,muelleri,Alyssum muelleri,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1831557,21745,1959,unknown,,Armenia,,https://www.gbif.org/occurrence/2514968627,
S1112,Alysseae,Alyssum,orophilum,Alyssum orophilum,II,exp.II,IV,P,,,,Vanessa Invernon,P05410107,4555,1912,H. Vieux,,France,Montgenèvre,,
S1344,Alysseae,Alyssum,paphlagonicum,Alyssum paphlagonicum,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112439,??/??/1929,1929,unknown,,unknown,,,
S1356,Alysseae,Alyssum,persicum,Alyssum persicum,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112438,??/??/1983,1983,unknown,,unknown,,,
S1356-2,Alysseae,Alyssum,persicum,Alyssum persicum,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112438,??/??/1983,1983,unknown,,unknown,,,
S1156,Alysseae,Alyssum,praecox,Alyssum praecox,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Pe_men & Güner 4302,06/06/1979,1979,"H. Pe_men, A. Güner",,Turkey,"Antalya: Kemer, Peynirlik, Tahtalı Mountain, 1000-2200 m",,
S1156-2,Alysseae,Alyssum,praecox,Alyssum praecox,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Pe_men & Güner 4302,06/06/1979,1979,"H. Pe_men, A. Güner",,Turkey,"Antalya: Kemer, Peynirlik, Tahtalı Mountain, 1000-2200 m",,
S0857,Alysseae,Alyssum,pseudomouradicum,Alyssum pseudomouradicum,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR29969111,,,,,,,,
S0589,Alysseae,Alyssum,simplex,Alyssum simplex,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767808,35135,1996,Jan J. Vermeulen,unknown,Portugal,,,
S0589-2,Alysseae,Alyssum,simplex,Alyssum simplex,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767808,35135,1996,Jan J. Vermeulen,unknown,Portugal,,,
S0990,Alysseae,Alyssum,stribryni,Alyssum stribryni,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832198,21669,1959,,,,,,
S0990-2,Alysseae,Alyssum,stribryni,Alyssum stribryni,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832198,21669,1959,,,,,,
S0634,Alysseae,Alyssum,strictum,Alyssum strictum,II,exp.II,IV,E,,,,,E00379220,20821,1957,"P.H. Davis, I.C. Hedge",unknown,Turkey,,,
S1178,Alysseae,Alyssum,sulphureum,Alyssum sulphureum,II,exp.II,IV,E,,,,"Alan Forrest, Suzanne Cubey",E00379835,24709,1967,A.R. Mitchell,,Turkey,"Munsur Silsilesi, Mercan Daglar, Tayran Dag - Kizil Tepe, summit area",https://www.gbif.org/occurrence/574795099,
S1178-2,Alysseae,Alyssum,sulphureum,Alyssum sulphureum,II,exp.II,IV,E,,,,"Alan Forrest, Suzanne Cubey",E00379835,24709,1967,A.R. Mitchell,,Turkey,"Munsur Silsilesi, Mercan Daglar, Tayran Dag - Kizil Tepe, summit area",https://www.gbif.org/occurrence/574795099,
S0635,Alysseae,Alyssum,szovitsianum,Alyssum szovitsianum,II,exp.II,IV,E,,,,,E00379261,25321,1969,"P. Wendelbo, I. Hedge, L. Ekberg",unknown,Afghanistan,,,
S0940,Alysseae,Alyssum,turkestanicum,Alyssum turkestanicum,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000106601,??/??/2003,2003,Röthlisberger,,Bulgaria,,,
S0985,Alysseae,Alyssum,wulfenianum,Alyssum wulfenianum,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.4241870,24306,1966,,,,,,
S0985-2,Alysseae,Alyssum,wulfenianum,Alyssum wulfenianum,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.4241870,24306,1966,,,,,,
S1110,Alysseae,Aurinia,gionae,Aurinia gionae,II,exp.II,IV,P,,,,Vanessa Invernon,P05426427,13/07/1896,1896,"M. Gamila , et al.",P. Authier,Albania,,,
S0828,Alysseae,Aurinia,petraea,Aurinia petraea,II,exp.II,IV,OSBU,,,,Barbara Neuffer,24194,??/??/2014,2014,,,,,,
S1151,Alysseae,Bornmuellera,cappadocica,Bornmuellera cappadocica,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Özüdo_ru 5550,18/07/2019,2019,B. Özüdo_ru,,Turkey,"Giresun, _ebinkarahisar, E_ribel Pass, rocks, 1580 m",,
S1084,Alysseae,Bornmuellera,dieckii,Bornmuellera dieckii,II,exp.II,IV,BEO,,,,Ivana Re_etnik,unknown,39273,2007,M. Niketi_,,Kosovo,"_ar planina, Ostrovica",,
S1084-2,Alysseae,Bornmuellera,dieckii,Bornmuellera dieckii,II,exp.II,IV,BEO,,,,Ivana Re_etnik,unknown,39273,2007,M. Niketi_,,Kosovo,"_ar planina, Ostrovica",,
S0328,Alysseae,Bornmuellera,emarginata,Bornmuellera emarginata,II,exp.II,IV,B,,Leptoplax emarginata,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184625,33398,1991,,,,,,
S0966,Alysseae,Hormathophylla,ligustica,Hormathophylla ligustica,II,exp.II,IV,ZT,,,,Alessia Guggisberg,ZT-00082494,??/??/1955,1955,Koch,,France,,,
S0966-2,Alysseae,Hormathophylla,ligustica,Hormathophylla ligustica,II,exp.II,IV,ZT,,,,Alessia Guggisberg,ZT-00082494,??/??/1955,1955,Koch,,France,,,
S1267,Alysseae,Irania,compacta,Irania compacta,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484542,24673,1967,K.H. Rechinger,I. Al-Shehbaz,Afghanistan,Ghazni Ad marginem borealem alto-planitiei Dasht-i Nawar,http://apps.kew.org/herbcat/detailsQuery.do?imageId=299628&pageCode=1&presentPage=1&queryId=3&sessionId=1858C2C54199F1AC3D97E7EA3B8D7BAC&barcode=K000484542,Isotype
S1267-2,Alysseae,Irania,compacta,Irania compacta,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484542,24673,1967,K.H. Rechinger,I. Al-Shehbaz,Afghanistan,Ghazni Ad marginem borealem alto-planitiei Dasht-i Nawar,http://apps.kew.org/herbcat/detailsQuery.do?imageId=299628&pageCode=1&presentPage=1&queryId=3&sessionId=1858C2C54199F1AC3D97E7EA3B8D7BAC&barcode=K000484542,Isotype
S0968,Alysseae,Irania,membranacea,Irania membranacea,II,exp.II,IV,ZT,,,,Alessia Guggisberg,ZT-00153612,??/??/1969,1969,Hager,,Afghanistan,,,
S1266,Alysseae,Irania,pendula,Irania pendula,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484541,unknown,,Aucher-Éloy,I. Al-Shehbaz,Iran,,http://apps.kew.org/herbcat/detailsQuery.do?imageId=295317&pageCode=1&presentPage=1&queryId=1&sessionId=1858C2C54199F1AC3D97E7EA3B8D7BAC&barcode=K000484541,Type
S1266-2,Alysseae,Irania,pendula,Irania pendula,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484541,unknown,,Aucher-Éloy,I. Al-Shehbaz,Iran,,http://apps.kew.org/herbcat/detailsQuery.do?imageId=295317&pageCode=1&presentPage=1&queryId=1&sessionId=1858C2C54199F1AC3D97E7EA3B8D7BAC&barcode=K000484541,Type
S1266sl,Alysseae,Irania,pendula,Irania pendula,II,exp.II,IV,K,,,,"William Baker, Sue Zmarzty (PAFTOL)",K000484541,unknown,,Aucher-Éloy,I. Al-Shehbaz,Iran,,http://apps.kew.org/herbcat/detailsQuery.do?imageId=295317&pageCode=1&presentPage=1&queryId=1&sessionId=1858C2C54199F1AC3D97E7EA3B8D7BAC&barcode=K000484541,Type
S0865,Alysseae,Odontarrhena,alpestris,Odontarrhena alpestris,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR991450,,,,,,,,
S1153,Alysseae,Odontarrhena,anatolica,Odontarrhena anatolica,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Pamukçuo_lu s.n.,07/06/1968,1968,A.Pamukçuo_lu,,Turkey,Malatya: Do_an_ehir,,
S0945,Alysseae,Odontarrhena,bracteata,Odontarrhena bracteata,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000106465,??/??/1971,1971,Lamond,,Iran,,,
S1352,Alysseae,Odontarrhena,cilicica,Odontarrhena cilicica,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112490,??/??/1993,1993,,,,,,
S0866,Alysseae,Odontarrhena,condensata,Odontarrhena condensata,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR29962839,,,,,,,,
S1294,Alysseae,Odontarrhena,corymbosoidea,Odontarrhena corymbosoidea,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112488,??/??/1989,1989,,,,,,
S1255,Alysseae,Odontarrhena,diffusa,Odontarrhena diffusa,II,exp.II,IV,ZT,,,,Alessia Guggisberg,ZT-00083175,??/??/1901,1901,Heldreich,,Greece,,,
S0858,Alysseae,Odontarrhena,filiformis,Odontarrhena filiformis,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR699305,,,,,,,,
S1367,Alysseae,Odontarrhena,filiformis,Odontarrhena filiformis,II,exp.II,IV,HUB,,,,Barı_ Özüdo_ru,Yüzba_ıo_lu 2806,09/07/2006,2006,S. Yüzba_ıo_lu,,Turkey,"Erzincan: Kemaliye, above Salihli village, serpentine slopes, 1500 m",,
S0942,Alysseae,Odontarrhena,fragillima,Odontarrhena fragillima,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000106660,??/??/1962,1962,Greuter,,Greece,,,
S0522,Alysseae,Odontarrhena,gehamensis,Odontarrhena gehamensis,II,exp.II,IV,E,,Alyssum gehamense,,,E00379952,20663,1956,,,,,,
S1324,Alysseae,Odontarrhena,gehamensis,Odontarrhena gehamensis,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1831245,20695,1956,unknown,,Armenia,,https://www.gbif.org/occurrence/2514113496,
S1236,Alysseae,Odontarrhena,inflata,Odontarrhena inflata,II,exp.II,IV,LE<RUS>,,,,Dmitry A. German,Nikitin & Ivanov s.n.,27546,1975,V.V. Nikitin & I.A. Ivanov,D.A. German,Turkmenistan,"Askhabad province, Geok-Tepe districtict, Central Kopet-Dagh, Mount Dushak, 2000 m a. s. l.",,
S1353,Alysseae,Odontarrhena,lesbiaca,Odontarrhena lesbiaca,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112481,??/??/2010,2010,,,,,,
S0885,Alysseae,Odontarrhena,muralis,Odontarrhena muralis,II,exp.II,IV,OSBU,,,,Barbara Neuffer,24080,??/??/2015,2015,,,,,,
S1350,Alysseae,Odontarrhena,polyclada,Odontarrhena polyclada,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112473,??/??/1977,1977,,,,,,
S0859,Alysseae,Odontarrhena,robertiana,Odontarrhena robertiana,II,exp.II,IV,BR<BEL>,,,,Steven Janssens,BR813649,,,,,,,,
S1333,Alysseae,Odontarrhena,robertiana,Odontarrhena robertiana,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1831371,22067,1960,C.G.G.J. van Steenis,M.A.C.L. van de Maat,Italy,"Sardinia, Nuoro, Monte Corrasi",https://www.gbif.org/occurrence/2514118499,
S1259,Alysseae,Odontarrhena,schirwanica,Odontarrhena schirwanica,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000107515,??/??/1922,1922,Grossheim,,Georgia,,,
S1259-2,Alysseae,Odontarrhena,schirwanica,Odontarrhena schirwanica,II,exp.II,IV,Z,,,,Alessia Guggisberg,Z-000107515,??/??/1922,1922,Grossheim,,Georgia,,,
S1351,Alysseae,Odontarrhena,singarensis,Odontarrhena singarensis,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112471,??/??/1974,1974,,,,,,
S1176,Alysseae,Odontarrhena,tavolarae,Odontarrhena tavolarae,II,exp.II,IV,E,,Alyssum tavolarae ,,"Alan Forrest, Suzanne Cubey",E00016572,21/05/1885,1885,C. Forsyth Major,,Italy,Tavolara,https://www.gbif.org/occurrence/574984485,Type
S1007,Anastaticeae,Lobularia,arabica,Lobularia arabica,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839984,10/03/1857,1857,J.B. Samaritani,L. Borgen,Libya,,,
S1007-2,Anastaticeae,Lobularia,arabica,Lobularia arabica,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839984,10/03/1857,1857,J.B. Samaritani,L. Borgen,Libya,,,
S0710,Anastaticeae,Lobularia,canariensis ssp. canariensis,Lobularia canariensis ssp. canariensis,II,exp.II,,JBCVC,Lobularia canariensis subsp. canariensis,,,Ruth Jaen Molina,14238,??/??/2013,2013,"J. Caujapé, C. García-Verdugo",,Spain,"Barranco de Moya, Moya, Gran Canaria",,
S0600,Anastaticeae,Lobularia,canariensis ssp. intermedia,Lobularia canariensis ssp. intermedia,II,exp.II,,RMNH,Lobularia canariensis subsp. intermedia,Lobularia intermedia,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767708,29273,1980,F. Hekker,F.M. Muller,La Gomera,,,
S0713,Anastaticeae,Lobularia,canariensis ssp. marginata,Lobularia canariensis ssp. marginata,II,exp.II,,LAGU,Lobularia canariensis subsp. marginata,,,,TFC39666,,,,,,,,
NC_035513.1,Anastaticeae,Lobularia,libyca,Lobularia libyca,,,,,,,,,,,,,,,,,
S0601,Anastaticeae,Lobularia,libyca,Lobularia libyca,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767711,30392,1983,F. Hekker,unknown,Lanzarote,,,
S0922,Anastaticeae,Lobularia,libyca,Lobularia libyca,II,exp.II,,HEID,,,,"Marcus Koch, Peter Sack",8003528,,,,,,,,
NC_035514.1,Anastaticeae,Morettia,canescens,Morettia canescens,,,,,,,,,,,,,,,,,
S0791,Anastaticeae,Morettia,canescens,Morettia canescens,II,exp.II,,OSBU,,,,Barbara Neuffer,13669,37344,2002,Staudinger,,Morocco,"Zagora, Jbel Sarho",,
S0827,Anchonieae,Dvorakia,alaica,Dvorakia alaica,III,III,III,OSBU,,Iskandera alaica,,Barbara Neuffer,15699,38199,2004,"Neuffer, Hurka, Friesen",,Kazakhstan,"Pamiro-Alai, Trans Alai Bergkette, Fluss Altyn-Darja",,
S1216,Anchonieae,Matthiola,erlangeriana,Matthiola erlangeriana,III,III,III,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1470087,28616,1978,"M.G. Gilbert, M. Thulin",B. Jonsell,Kenya,"Mandera District, 11 km WSW of Malka Mari airfield",https://www.gbif.org/occurrence/2517593124,
S1502,Anchonieae,Matthiola,erlangeriana,Matthiola erlangeriana,III,III,III,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1470087,28616,1978,"M.G. Gilbert, M. Thulin",B. Jonsell,Kenya,"Mandera Distr., 11 km WSW of Malka Mari airfield",https://www.gbif.org/occurrence/2517593124,
MK637750,Anchonieae,Matthiola,longipetala,Matthiola longipetala,,,III,,,,,,,,,,,,,,
S0404,Anchonieae,Matthiola,longipetala,Matthiola longipetala,III,III,III,MO,,,MO,Ihsan Al-Shehbaz,5726220,37042,2001,,,,,,
S1012,Anchonieae,Matthiola,longipetala,Matthiola longipetala,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1828074,??/??/1826,1826,C.G. Ehrenberg,K. Abdel-Khalek,Egypt,,,
S0603,Anchonieae,Matthiola,parviflora,Matthiola parviflora,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767716,24859,1968,F. Hekker,F.M. Muller,Gran Canaria,,,
S0557,Anchonieae,Matthiola,sinuata,Matthiola sinuata,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8003388,39576,2008,Jan J. Wieringa,Jan J. Wieringa,France,,,
S0557-2,Anchonieae,Matthiola,sinuata,Matthiola sinuata,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8003388,39576,2008,Jan J. Wieringa,Jan J. Wieringa,France,,,
S1503,Anchonieae,Matthiola,sinuata,Matthiola sinuata,III,III,III,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1470185,39576,2008,J.J. Wieringa,J.J. Wieringa,France,"Provence-Alpes-Côte d'Azur, 1 km W of Stes.-Maries-de-la-Mer",https://www.gbif.org/occurrence/2517810230,
S0576,Anchonieae,Matthiola,tricuspidata,Matthiola tricuspidata,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3774423,27185,1974,H.M. van der Steeg,unknown,France,,,
S0576-2,Anchonieae,Matthiola,tricuspidata,Matthiola tricuspidata,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3774423,27185,1974,H.M. van der Steeg,unknown,France,,,
S0889,Anchonieae,Sterigmostemum,anchonioides,Sterigmostemum anchonioides,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1415637,29/07/1842,1842,K.G.T. Kotschy,O. Appel,Iran,,,
S0889-2,Anchonieae,Sterigmostemum,anchonioides,Sterigmostemum anchonioides,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1415637,29/07/1842,1842,K.G.T. Kotschy,O. Appel,Iran,,,
S1414,Anchonieae,Sterigmostemum,anchonioides,Sterigmostemum anchonioides,III,III,III,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1415637,29/07/1842,1842,K.G.T. Kotschy,O. Appel,Iran,Kuh-Daëna,https://www.gbif.org/occurrence/2516031727,
S0898,Anchonieae,Sterigmostemum,billardieri,Sterigmostemum billardieri,III,III,III,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832106,unknown; estimated <1900,,unknown,,Lebanon,,,
S0283,Aphragmeae,Aphragmus,obscurus,Aphragmus obscurus,II,exp.II,II,A,,Lignariella obscura,,Michaela Schmull,"Stainton, Sykes, & Williams, No. 6131",19909,1954,,I. Al-Shehbaz,Nepal,"Rambrong, Lamjung Himal",,
MK637699,Arabideae,Draba,aizoides,Draba aizoides,,,IV,,,,,,,,,,,,,,
S0531,Arabideae,Draba,aizoides,Draba aizoides,II,exp.II,IV,(subsample box FredericL; source unknown),,,,,Reeves 2185,37109,2001,,,,,,
S0567,Arabideae,Draba,aizoides,Draba aizoides,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8001462,41455,2013,Jan J. Wieringa,"Jan J. Wieringa, R.H.M.J. Lemmens",Spain,,,
S1340,Arabideae,Draba,aizoides,Draba aizoides,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1840913,unknown,,unknown,,unknown,"possibly Germany, Württemberg, but label unreadable",https://www.gbif.org/occurrence/2514997386,
S0977,Arabideae,Draba,alpina,Draba alpina,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8003315,,,,,,,,
S0977-2,Arabideae,Draba,alpina,Draba alpina,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8003315,,,,,,,,
S1515,Arabideae,Draba,alpina,Draba alpina,II,exp.II,IV,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1840737,??/05/1969,1969,P. Oosterveld,P. Oosterveld,Norway,Spitsbergen,https://www.gbif.org/occurrence/2514118650,
S1193,Arabideae,Draba,aretioides,Draba aretioides,II,exp.II,IV,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1159754,03/07/1876,1876,unknown,I. Al-Shehbaz,unknown,,https://www.gbif.org/occurrence/2515457781,
